index,true_age_bin,true_gender,true_race,deepface_age,deepface_gender,gender_confidence
3755,10-19,Male,Latino_Hispanic,27,Woman,"{'Woman': np.float32(84.73457), 'Man': np.float32(15.265428)}"
3757,3-9,Male,White,36,Man,"{'Woman': np.float32(27.20182), 'Man': np.float32(72.79817)}"
3758,3-9,Male,Southeast Asian,28,Man,"{'Woman': np.float32(4.712407), 'Man': np.float32(95.28759)}"
3760,0-2,Female,East Asian,43,Woman,"{'Woman': np.float32(82.734795), 'Man': np.float32(17.265205)}"
3762,3-9,Female,White,35,Man,"{'Woman': np.float32(2.3888507), 'Man': np.float32(97.611145)}"
3765,3-9,Male,White,35,Man,"{'Woman': np.float32(13.849552), 'Man': np.float32(86.15045)}"
3768,10-19,Male,Latino_Hispanic,51,Man,"{'Woman': np.float32(0.71212256), 'Man': np.float32(99.28787)}"
3772,3-9,Male,Southeast Asian,25,Man,"{'Woman': np.float32(0.66326153), 'Man': np.float32(99.33674)}"
3774,3-9,Female,Black,34,Woman,"{'Woman': np.float32(70.90362), 'Man': np.float32(29.09638)}"
3778,10-19,Male,Middle Eastern,24,Man,"{'Woman': np.float32(5.754286), 'Man': np.float32(94.245705)}"
3780,3-9,Male,Indian,26,Man,"{'Woman': np.float32(1.6868876), 'Man': np.float32(98.31312)}"
3782,10-19,Female,Black,37,Man,"{'Woman': np.float32(9.6787), 'Man': np.float32(90.321304)}"
3788,3-9,Female,Black,29,Woman,"{'Woman': np.float32(95.587906), 'Man': np.float32(4.4120955)}"
3792,10-19,Female,Latino_Hispanic,31,Man,"{'Woman': np.float32(9.34194), 'Man': np.float32(90.65806)}"
3793,3-9,Female,Latino_Hispanic,21,Man,"{'Woman': np.float32(31.920433), 'Man': np.float32(68.07957)}"
3795,3-9,Female,Southeast Asian,26,Man,"{'Woman': np.float32(8.685004), 'Man': np.float32(91.314995)}"
3798,10-19,Male,Black,26,Man,"{'Woman': np.float32(7.245797), 'Man': np.float32(92.75421)}"
3807,10-19,Male,Latino_Hispanic,32,Man,"{'Woman': np.float32(3.9327457), 'Man': np.float32(96.06725)}"
3808,0-2,Female,Southeast Asian,33,Man,"{'Woman': np.float32(25.826672), 'Man': np.float32(74.173325)}"
3809,more than 70,Female,Middle Eastern,60,Woman,"{'Woman': np.float32(51.55132), 'Man': np.float32(48.448685)}"
3814,3-9,Male,White,27,Man,"{'Woman': np.float32(1.1458329), 'Man': np.float32(98.85416)}"
3815,10-19,Male,Middle Eastern,35,Man,"{'Woman': np.float32(0.3613065), 'Man': np.float32(99.6387)}"
3818,10-19,Female,Black,24,Man,"{'Woman': np.float32(0.3025412), 'Man': np.float32(99.69746)}"
3819,3-9,Male,Latino_Hispanic,13,Man,"{'Woman': np.float32(11.019764), 'Man': np.float32(88.98023)}"
3824,3-9,Male,Indian,21,Man,"{'Woman': np.float32(0.8673854), 'Man': np.float32(99.132614)}"
3827,3-9,Male,Black,29,Man,"{'Woman': np.float32(6.8329425), 'Man': np.float32(93.16705)}"
3830,3-9,Female,Indian,26,Man,"{'Woman': np.float32(4.342064), 'Man': np.float32(95.657936)}"
3832,3-9,Female,Southeast Asian,32,Woman,"{'Woman': np.float32(93.071785), 'Man': np.float32(6.9282064)}"
3834,3-9,Male,Latino_Hispanic,26,Woman,"{'Woman': np.float32(99.65108), 'Man': np.float32(0.34891692)}"
3844,3-9,Male,Southeast Asian,28,Man,"{'Woman': np.float32(0.6637468), 'Man': np.float32(99.33626)}"
3845,10-19,Male,East Asian,35,Man,"{'Woman': np.float32(6.5565915), 'Man': np.float32(93.443405)}"
3847,10-19,Male,Indian,24,Man,"{'Woman': np.float32(0.23903139), 'Man': np.float32(99.76097)}"
3849,3-9,Male,Black,29,Man,"{'Woman': np.float32(0.675745), 'Man': np.float32(99.32426)}"
3852,10-19,Female,Indian,24,Man,"{'Woman': np.float32(0.77138317), 'Man': np.float32(99.22862)}"
3860,10-19,Female,Southeast Asian,34,Man,"{'Woman': np.float32(13.693298), 'Man': np.float32(86.30671)}"
3862,10-19,Male,Latino_Hispanic,28,Woman,"{'Woman': np.float32(55.060543), 'Man': np.float32(44.939457)}"
3864,3-9,Male,Middle Eastern,27,Man,"{'Woman': np.float32(5.2387056), 'Man': np.float32(94.76129)}"
3866,10-19,Male,East Asian,28,Man,"{'Woman': np.float32(8.124573), 'Man': np.float32(91.87543)}"
3873,10-19,Male,Middle Eastern,24,Man,"{'Woman': np.float32(12.606682), 'Man': np.float32(87.39331)}"
3876,3-9,Male,East Asian,19,Man,"{'Woman': np.float32(38.824802), 'Man': np.float32(61.175198)}"
3878,3-9,Female,Latino_Hispanic,36,Woman,"{'Woman': np.float32(89.72403), 'Man': np.float32(10.275972)}"
3880,10-19,Male,White,30,Man,"{'Woman': np.float32(8.388794), 'Man': np.float32(91.611206)}"
3883,more than 70,Male,Middle Eastern,60,Man,"{'Woman': np.float32(3.2395732), 'Man': np.float32(96.76042)}"
3886,0-2,Female,White,31,Man,"{'Woman': np.float32(17.830057), 'Man': np.float32(82.169945)}"
3888,3-9,Female,Middle Eastern,28,Woman,"{'Woman': np.float32(98.22756), 'Man': np.float32(1.7724375)}"
3890,10-19,Male,Latino_Hispanic,26,Man,"{'Woman': np.float32(0.356235), 'Man': np.float32(99.64377)}"
3892,10-19,Female,Southeast Asian,24,Woman,"{'Woman': np.float32(59.357346), 'Man': np.float32(40.642654)}"
3897,10-19,Male,East Asian,26,Man,"{'Woman': np.float32(40.19585), 'Man': np.float32(59.804153)}"
3901,3-9,Female,White,27,Woman,"{'Woman': np.float32(64.11082), 'Man': np.float32(35.88918)}"
3902,10-19,Male,White,27,Man,"{'Woman': np.float32(35.079834), 'Man': np.float32(64.920166)}"
3904,10-19,Female,Latino_Hispanic,27,Woman,"{'Woman': np.float32(90.23149), 'Man': np.float32(9.768512)}"
3907,3-9,Male,Southeast Asian,43,Woman,"{'Woman': np.float32(99.36347), 'Man': np.float32(0.63653135)}"
3913,10-19,Female,Latino_Hispanic,31,Man,"{'Woman': np.float32(5.394458), 'Man': np.float32(94.605545)}"
3914,3-9,Male,Middle Eastern,35,Man,"{'Woman': np.float32(40.753834), 'Man': np.float32(59.24617)}"
3919,3-9,Female,Black,25,Man,"{'Woman': np.float32(23.504774), 'Man': np.float32(76.495224)}"
3920,10-19,Male,Latino_Hispanic,25,Man,"{'Woman': np.float32(0.8795581), 'Man': np.float32(99.120445)}"
3922,3-9,Female,Southeast Asian,31,Man,"{'Woman': np.float32(19.761412), 'Man': np.float32(80.23859)}"
3932,more than 70,Male,White,36,Woman,"{'Woman': np.float32(65.650925), 'Man': np.float32(34.349075)}"
3934,3-9,Female,East Asian,31,Woman,"{'Woman': np.float32(99.65463), 'Man': np.float32(0.3453648)}"
3944,3-9,Female,Black,35,Man,"{'Woman': np.float32(3.7945166), 'Man': np.float32(96.20548)}"
3953,10-19,Female,East Asian,30,Woman,"{'Woman': np.float32(99.99086), 'Man': np.float32(0.009137149)}"
3957,0-2,Female,Southeast Asian,17,Woman,"{'Woman': np.float32(67.47345), 'Man': np.float32(32.526554)}"
3959,3-9,Female,White,30,Woman,"{'Woman': np.float32(61.45948), 'Man': np.float32(38.54052)}"
3961,3-9,Male,Black,31,Man,"{'Woman': np.float32(4.7361317), 'Man': np.float32(95.26388)}"
3989,10-19,Female,Latino_Hispanic,29,Woman,"{'Woman': np.float32(94.818436), 'Man': np.float32(5.1815658)}"
3994,3-9,Male,Middle Eastern,30,Woman,"{'Woman': np.float32(71.9705), 'Man': np.float32(28.029495)}"
3998,3-9,Female,Black,36,Man,"{'Woman': np.float32(23.239346), 'Man': np.float32(76.76066)}"
4000,10-19,Female,East Asian,30,Man,"{'Woman': np.float32(0.9472004), 'Man': np.float32(99.052795)}"
4001,3-9,Male,Indian,29,Man,"{'Woman': np.float32(0.83811355), 'Man': np.float32(99.16189)}"
4002,10-19,Male,Black,31,Woman,"{'Woman': np.float32(89.925644), 'Man': np.float32(10.074363)}"
4005,10-19,Male,Southeast Asian,28,Man,"{'Woman': np.float32(8.430006), 'Man': np.float32(91.56999)}"
4007,10-19,Female,Southeast Asian,39,Man,"{'Woman': np.float32(49.26482), 'Man': np.float32(50.735176)}"
4013,10-19,Male,Southeast Asian,24,Man,"{'Woman': np.float32(23.922699), 'Man': np.float32(76.0773)}"
4017,3-9,Male,White,33,Man,"{'Woman': np.float32(13.119859), 'Man': np.float32(86.88014)}"
4020,3-9,Male,Middle Eastern,27,Man,"{'Woman': np.float32(2.731248), 'Man': np.float32(97.26875)}"
4021,3-9,Female,White,23,Man,"{'Woman': np.float32(15.175737), 'Man': np.float32(84.824265)}"
4041,3-9,Female,Black,31,Man,"{'Woman': np.float32(17.794643), 'Man': np.float32(82.20536)}"
4048,more than 70,Female,Middle Eastern,33,Man,"{'Woman': np.float32(13.738511), 'Man': np.float32(86.26149)}"
4050,3-9,Male,East Asian,27,Woman,"{'Woman': np.float32(78.20981), 'Man': np.float32(21.790194)}"
4051,10-19,Male,Black,36,Man,"{'Woman': np.float32(4.850135), 'Man': np.float32(95.149864)}"
4053,3-9,Female,White,41,Man,"{'Woman': np.float32(16.10199), 'Man': np.float32(83.89801)}"
4057,3-9,Female,Southeast Asian,25,Woman,"{'Woman': np.float32(68.266655), 'Man': np.float32(31.733349)}"
4058,3-9,Male,Latino_Hispanic,26,Man,"{'Woman': np.float32(1.5266912), 'Man': np.float32(98.473305)}"
4062,3-9,Female,Indian,25,Man,"{'Woman': np.float32(16.681646), 'Man': np.float32(83.31836)}"
4065,3-9,Male,Black,32,Man,"{'Woman': np.float32(1.6829978), 'Man': np.float32(98.31699)}"
4078,3-9,Male,Indian,30,Man,"{'Woman': np.float32(10.439573), 'Man': np.float32(89.56043)}"
4086,10-19,Female,Latino_Hispanic,34,Woman,"{'Woman': np.float32(98.700264), 'Man': np.float32(1.2997421)}"
4088,10-19,Male,White,25,Man,"{'Woman': np.float32(0.15333141), 'Man': np.float32(99.84667)}"
4099,more than 70,Female,White,50,Man,"{'Woman': np.float32(0.5325878), 'Man': np.float32(99.46741)}"
4106,3-9,Female,Latino_Hispanic,33,Woman,"{'Woman': np.float32(99.0043), 'Man': np.float32(0.9956959)}"
4107,10-19,Female,Indian,33,Woman,"{'Woman': np.float32(94.305214), 'Man': np.float32(5.694788)}"
4115,10-19,Male,Indian,24,Man,"{'Woman': np.float32(0.030810008), 'Man': np.float32(99.96919)}"
4120,3-9,Male,Latino_Hispanic,27,Man,"{'Woman': np.float32(6.2192807), 'Man': np.float32(93.780716)}"
4124,more than 70,Female,Middle Eastern,41,Man,"{'Woman': np.float32(0.03588107), 'Man': np.float32(99.96412)}"
4135,10-19,Female,Indian,33,Woman,"{'Woman': np.float32(87.329956), 'Man': np.float32(12.670049)}"
4136,3-9,Male,Black,26,Man,"{'Woman': np.float32(3.1296704), 'Man': np.float32(96.87033)}"
4137,3-9,Male,Southeast Asian,31,Man,"{'Woman': np.float32(3.3826206), 'Man': np.float32(96.617386)}"
4142,more than 70,Male,Black,40,Man,"{'Woman': np.float32(2.5642266), 'Man': np.float32(97.435776)}"
4145,3-9,Male,East Asian,27,Man,"{'Woman': np.float32(0.5832316), 'Man': np.float32(99.41677)}"
4146,10-19,Female,Southeast Asian,39,Man,"{'Woman': np.float32(0.4495398), 'Man': np.float32(99.55047)}"
4152,3-9,Male,Indian,30,Man,"{'Woman': np.float32(12.703072), 'Man': np.float32(87.29693)}"
4154,10-19,Male,Black,34,Man,"{'Woman': np.float32(10.680986), 'Man': np.float32(89.319016)}"
4159,3-9,Male,East Asian,24,Man,"{'Woman': np.float32(0.38512418), 'Man': np.float32(99.61488)}"
4170,3-9,Female,Southeast Asian,33,Man,"{'Woman': np.float32(42.028637), 'Man': np.float32(57.971363)}"
4172,10-19,Male,Indian,29,Man,"{'Woman': np.float32(7.05191), 'Man': np.float32(92.94809)}"
4173,3-9,Female,East Asian,29,Man,"{'Woman': np.float32(1.2765177), 'Man': np.float32(98.72348)}"
4174,10-19,Male,East Asian,27,Man,"{'Woman': np.float32(0.29981664), 'Man': np.float32(99.70018)}"
4175,10-19,Male,Latino_Hispanic,32,Man,"{'Woman': np.float32(4.7967443), 'Man': np.float32(95.20325)}"
4176,10-19,Female,Indian,32,Man,"{'Woman': np.float32(0.21481815), 'Man': np.float32(99.78519)}"
4179,3-9,Female,Indian,30,Woman,"{'Woman': np.float32(97.77609), 'Man': np.float32(2.2239113)}"
4185,10-19,Female,Southeast Asian,31,Woman,"{'Woman': np.float32(99.22025), 'Man': np.float32(0.7797474)}"
4187,0-2,Female,Black,36,Man,"{'Woman': np.float32(13.215025), 'Man': np.float32(86.78497)}"
4188,10-19,Female,East Asian,43,Man,"{'Woman': np.float32(16.475319), 'Man': np.float32(83.52467)}"
4189,more than 70,Male,Indian,35,Man,"{'Woman': np.float32(0.5783297), 'Man': np.float32(99.42167)}"
4190,more than 70,Female,Black,30,Man,"{'Woman': np.float32(3.6428738), 'Man': np.float32(96.35713)}"
4198,10-19,Female,Southeast Asian,38,Man,"{'Woman': np.float32(25.039307), 'Man': np.float32(74.96069)}"
4201,10-19,Male,Black,29,Woman,"{'Woman': np.float32(75.381874), 'Man': np.float32(24.618124)}"
4202,3-9,Female,Southeast Asian,30,Man,"{'Woman': np.float32(5.7960906), 'Man': np.float32(94.20391)}"
4208,3-9,Male,Southeast Asian,33,Man,"{'Woman': np.float32(3.3523612), 'Man': np.float32(96.64764)}"
4216,3-9,Female,Indian,31,Woman,"{'Woman': np.float32(98.06673), 'Man': np.float32(1.9332709)}"
4226,10-19,Male,Indian,30,Man,"{'Woman': np.float32(10.089571), 'Man': np.float32(89.91043)}"
4229,10-19,Male,East Asian,25,Man,"{'Woman': np.float32(25.979406), 'Man': np.float32(74.02059)}"
4233,10-19,Male,Southeast Asian,25,Man,"{'Woman': np.float32(3.3031523), 'Man': np.float32(96.696846)}"
4234,3-9,Female,Indian,27,Man,"{'Woman': np.float32(3.5615478), 'Man': np.float32(96.438446)}"
4235,10-19,Female,East Asian,28,Woman,"{'Woman': np.float32(77.64627), 'Man': np.float32(22.35373)}"
4242,3-9,Female,Black,29,Man,"{'Woman': np.float32(7.8960514), 'Man': np.float32(92.10394)}"
4246,10-19,Male,Black,33,Man,"{'Woman': np.float32(24.188704), 'Man': np.float32(75.811295)}"
4257,0-2,Male,East Asian,35,Man,"{'Woman': np.float32(1.5586412), 'Man': np.float32(98.44136)}"
4258,0-2,Male,Latino_Hispanic,35,Man,"{'Woman': np.float32(32.584343), 'Man': np.float32(67.41566)}"
4259,3-9,Female,Latino_Hispanic,30,Woman,"{'Woman': np.float32(92.79902), 'Man': np.float32(7.200979)}"
4263,10-19,Male,Southeast Asian,30,Man,"{'Woman': np.float32(41.674145), 'Man': np.float32(58.32585)}"
4266,3-9,Female,White,28,Woman,"{'Woman': np.float32(55.49948), 'Man': np.float32(44.500515)}"
4269,10-19,Female,Black,30,Woman,"{'Woman': np.float32(99.04633), 'Man': np.float32(0.95366585)}"
4270,10-19,Male,Middle Eastern,25,Woman,"{'Woman': np.float32(94.11388), 'Man': np.float32(5.886124)}"
4282,3-9,Male,Southeast Asian,29,Man,"{'Woman': np.float32(0.14743738), 'Man': np.float32(99.85257)}"
4283,3-9,Female,Southeast Asian,30,Woman,"{'Woman': np.float32(76.58868), 'Man': np.float32(23.411316)}"
4284,0-2,Female,Southeast Asian,25,Woman,"{'Woman': np.float32(50.04179), 'Man': np.float32(49.95821)}"
4285,10-19,Female,Indian,25,Woman,"{'Woman': np.float32(98.61519), 'Man': np.float32(1.3848181)}"
4286,more than 70,Female,Indian,37,Woman,"{'Woman': np.float32(95.10306), 'Man': np.float32(4.896938)}"
4287,3-9,Male,Latino_Hispanic,35,Man,"{'Woman': np.float32(17.34001), 'Man': np.float32(82.659996)}"
4296,10-19,Male,Latino_Hispanic,26,Man,"{'Woman': np.float32(2.6255202), 'Man': np.float32(97.37448)}"
4298,3-9,Male,East Asian,22,Man,"{'Woman': np.float32(2.5472016), 'Man': np.float32(97.4528)}"
4299,0-2,Female,Southeast Asian,25,Man,"{'Woman': np.float32(10.648059), 'Man': np.float32(89.351944)}"
4301,10-19,Male,Southeast Asian,30,Man,"{'Woman': np.float32(0.096119784), 'Man': np.float32(99.903885)}"
4303,3-9,Female,Latino_Hispanic,31,Man,"{'Woman': np.float32(1.9703556), 'Man': np.float32(98.02964)}"
4304,10-19,Female,Latino_Hispanic,23,Man,"{'Woman': np.float32(9.318713), 'Man': np.float32(90.68128)}"
4306,10-19,Female,Indian,21,Woman,"{'Woman': np.float32(96.316956), 'Man': np.float32(3.6830432)}"
4308,0-2,Female,White,34,Man,"{'Woman': np.float32(6.0806885), 'Man': np.float32(93.91931)}"
4310,0-2,Male,Indian,30,Man,"{'Woman': np.float32(24.010614), 'Man': np.float32(75.98938)}"
4318,3-9,Male,Black,34,Man,"{'Woman': np.float32(27.136902), 'Man': np.float32(72.8631)}"
4326,3-9,Male,Middle Eastern,19,Man,"{'Woman': np.float32(0.10303952), 'Man': np.float32(99.896965)}"
4341,3-9,Female,White,24,Woman,"{'Woman': np.float32(86.41753), 'Man': np.float32(13.582474)}"
4343,10-19,Male,Indian,24,Man,"{'Woman': np.float32(0.47755757), 'Man': np.float32(99.52244)}"
4352,10-19,Female,Indian,31,Woman,"{'Woman': np.float32(88.48922), 'Man': np.float32(11.510779)}"
4355,10-19,Male,East Asian,26,Man,"{'Woman': np.float32(1.3388716), 'Man': np.float32(98.661125)}"
4356,10-19,Male,White,32,Man,"{'Woman': np.float32(0.7462896), 'Man': np.float32(99.25371)}"
4361,3-9,Female,Indian,33,Man,"{'Woman': np.float32(0.8448859), 'Man': np.float32(99.15511)}"
4363,3-9,Female,Indian,31,Woman,"{'Woman': np.float32(89.18924), 'Man': np.float32(10.810755)}"
4365,10-19,Female,East Asian,36,Man,"{'Woman': np.float32(31.536263), 'Man': np.float32(68.46374)}"
4368,10-19,Male,Middle Eastern,26,Man,"{'Woman': np.float32(0.65967834), 'Man': np.float32(99.340324)}"
4373,10-19,Female,Latino_Hispanic,38,Man,"{'Woman': np.float32(2.976925), 'Man': np.float32(97.02307)}"
4376,10-19,Female,Black,25,Man,"{'Woman': np.float32(0.28385133), 'Man': np.float32(99.71615)}"
4377,3-9,Female,East Asian,35,Man,"{'Woman': np.float32(4.9360056), 'Man': np.float32(95.064)}"
4382,3-9,Female,East Asian,31,Man,"{'Woman': np.float32(2.4843059), 'Man': np.float32(97.51569)}"
4387,10-19,Male,East Asian,28,Man,"{'Woman': np.float32(4.5489116), 'Man': np.float32(95.45109)}"
4392,3-9,Male,Black,31,Man,"{'Woman': np.float32(30.022299), 'Man': np.float32(69.97769)}"
4393,10-19,Female,Southeast Asian,26,Man,"{'Woman': np.float32(8.650967), 'Man': np.float32(91.34903)}"
4398,10-19,Male,White,30,Man,"{'Woman': np.float32(3.9306853), 'Man': np.float32(96.06931)}"
4402,10-19,Female,Black,37,Man,"{'Woman': np.float32(12.146264), 'Man': np.float32(87.853745)}"
4406,more than 70,Female,Southeast Asian,23,Woman,"{'Woman': np.float32(56.984543), 'Man': np.float32(43.015457)}"
4408,3-9,Female,Southeast Asian,36,Woman,"{'Woman': np.float32(75.403275), 'Man': np.float32(24.59673)}"
4409,3-9,Female,Southeast Asian,31,Man,"{'Woman': np.float32(26.325172), 'Man': np.float32(73.67483)}"
4410,10-19,Male,White,32,Man,"{'Woman': np.float32(0.3986817), 'Man': np.float32(99.60132)}"
4413,3-9,Female,Indian,29,Man,"{'Woman': np.float32(0.93711543), 'Man': np.float32(99.06288)}"
4416,more than 70,Male,Middle Eastern,45,Man,"{'Woman': np.float32(0.02244829), 'Man': np.float32(99.97755)}"
4418,3-9,Female,White,29,Woman,"{'Woman': np.float32(74.68215), 'Man': np.float32(25.317844)}"
4425,10-19,Female,Southeast Asian,31,Woman,"{'Woman': np.float32(92.120056), 'Man': np.float32(7.879942)}"
4428,0-2,Male,Black,34,Man,"{'Woman': np.float32(27.217821), 'Man': np.float32(72.78217)}"
4430,3-9,Male,Southeast Asian,36,Man,"{'Woman': np.float32(11.159523), 'Man': np.float32(88.84047)}"
4433,0-2,Male,White,34,Man,"{'Woman': np.float32(30.84394), 'Man': np.float32(69.15606)}"
4435,10-19,Female,Indian,29,Woman,"{'Woman': np.float32(96.58866), 'Man': np.float32(3.4113479)}"
4436,3-9,Female,Southeast Asian,28,Man,"{'Woman': np.float32(7.2821035), 'Man': np.float32(92.717896)}"
4439,3-9,Female,Indian,27,Man,"{'Woman': np.float32(3.689915), 'Man': np.float32(96.31008)}"
4441,0-2,Male,East Asian,27,Man,"{'Woman': np.float32(25.48517), 'Man': np.float32(74.514824)}"
4442,3-9,Male,Black,40,Man,"{'Woman': np.float32(8.850079), 'Man': np.float32(91.149925)}"
4444,10-19,Male,Southeast Asian,30,Man,"{'Woman': np.float32(0.68322706), 'Man': np.float32(99.31677)}"
4448,3-9,Male,Indian,29,Man,"{'Woman': np.float32(1.7912872), 'Man': np.float32(98.20871)}"
4449,10-19,Male,East Asian,34,Man,"{'Woman': np.float32(12.639448), 'Man': np.float32(87.36055)}"
4450,3-9,Male,Black,32,Man,"{'Woman': np.float32(6.181371), 'Man': np.float32(93.81863)}"
4451,more than 70,Male,Southeast Asian,63,Man,"{'Woman': np.float32(2.1898282), 'Man': np.float32(97.810165)}"
4453,3-9,Female,Southeast Asian,24,Man,"{'Woman': np.float32(39.462982), 'Man': np.float32(60.537018)}"
4454,10-19,Male,Indian,33,Man,"{'Woman': np.float32(13.277025), 'Man': np.float32(86.722984)}"
4455,10-19,Female,Indian,33,Woman,"{'Woman': np.float32(99.201645), 'Man': np.float32(0.7983583)}"
4457,3-9,Female,Indian,36,Man,"{'Woman': np.float32(25.041672), 'Man': np.float32(74.95833)}"
4464,3-9,Male,Indian,35,Man,"{'Woman': np.float32(0.1968317), 'Man': np.float32(99.80317)}"
4468,more than 70,Male,White,54,Man,"{'Woman': np.float32(1.765379), 'Man': np.float32(98.23463)}"
4469,3-9,Female,Middle Eastern,27,Woman,"{'Woman': np.float32(64.56844), 'Man': np.float32(35.431557)}"
4470,10-19,Male,Southeast Asian,37,Man,"{'Woman': np.float32(28.073713), 'Man': np.float32(71.92629)}"
4477,3-9,Female,Middle Eastern,16,Woman,"{'Woman': np.float32(99.44217), 'Man': np.float32(0.5578293)}"
4493,10-19,Female,Southeast Asian,26,Man,"{'Woman': np.float32(1.5719587), 'Man': np.float32(98.42805)}"
4494,10-19,Male,White,30,Man,"{'Woman': np.float32(3.8859751), 'Man': np.float32(96.11402)}"
4495,3-9,Female,White,27,Woman,"{'Woman': np.float32(99.66068), 'Man': np.float32(0.33932033)}"
4496,10-19,Female,Black,31,Woman,"{'Woman': np.float32(99.99975), 'Man': np.float32(0.0002525424)}"
4497,10-19,Female,Indian,33,Woman,"{'Woman': np.float32(73.77466), 'Man': np.float32(26.225338)}"
4498,10-19,Male,Black,27,Man,"{'Woman': np.float32(0.6931191), 'Man': np.float32(99.306885)}"
4507,10-19,Female,Indian,34,Woman,"{'Woman': np.float32(67.87361), 'Man': np.float32(32.12639)}"
4511,10-19,Female,Black,36,Man,"{'Woman': np.float32(38.560825), 'Man': np.float32(61.43918)}"
4513,10-19,Female,White,27,Man,"{'Woman': np.float32(7.0473523), 'Man': np.float32(92.952644)}"
4515,3-9,Female,East Asian,31,Woman,"{'Woman': np.float32(85.48504), 'Man': np.float32(14.514957)}"
